video_url,user_url,username,title,view_num,created_at,shortdesc,collected_at
/watch?v=GoLerKmXQhU&list=RDGoLerKmXQhU&start_radio=1&pp=ygUIbmV3IHlvcmugBwE%3D,/@VibersVibin,VibersVibin,Alicia Keys - New York Empire State of Mind (Lyrics),5M,4 years,Thanks for all the new subs & Likes Vibers.Enjoy your week Stay kind stay fresh stay Awesome  ❤️ Subscribe if you enjoy ...,2026-01-14 21:54:56.944261
/watch?v=ZFuvytV-cuA&pp=ygUIbmV3IHlvcms%3D,/@AssociatedPress,Associated Press,New Year’s countdown 2026: LIVE New York ball drop in Times Square,5.5M,Streamed 13 days,Watch live as the New Year's countdown begins in New York to ring in 2026. Our livestreams are a view into some of the biggest ...,2026-01-14 21:54:56.947685
/watch?v=vk6014HuxcE&list=RDvk6014HuxcE&start_radio=1&pp=ygUIbmV3IHlvcmugBwE%3D,/channel/UCN-sc1xJr-QQNj_uNIM9wTA,JAY-Z,JAY-Z - Empire State Of Mind ft. Alicia Keys,435M,4 years,"Official music video for ""Empire State Of Mind"" performed by JAY-Z featuring Alicia Keys. Listen to JAY-Z: https://JAY-Z.LNK.",2026-01-14 21:54:56.952928
/watch?v=-2o45BFOddQ&pp=ygUIbmV3IHlvcms%3D,/channel/UCfhqk1LwYmPBH8ALa3nqAdg,Peaceful Relaxation 4K,"New York 4K Video UHD - Relaxing Piano Music, Beautiful Nature Scenic | Stress Relief,Anxiety Relief",927K,Streamed 2 years,"New York, often called New York City or NYC, is the most populous city in the United States. With a 2020 population of 8804190 ...",2026-01-14 21:54:56.955294
/shorts/KaRI932cQa4,/@tootripsy,TooTripsy,Welcome to New York City 🌆,2.5M,1 year,manhattan #timesquare #newyork #agameoftones #nycity #cityofdreams #timessquarenyc #newyorkcity #nycitylife #urbanjungle ...,2026-01-14 21:54:56.957046
/watch?v=TT2R5B9F3EQ&pp=ygUIbmV3IHlvcmvSBwkJTQoBhyohjO8%3D,/@HereBeBarr,Jon Barr,How To See NYC in 3 Days (Without The Stress!),702K,1 year,"Steal this 3-Day Itinerary of the Best Things to do in New York City! Where we plan out attractions, meals, and more to take away ...",2026-01-14 21:54:56.959170
/watch?v=_XXwZROjckI&pp=ygUIbmV3IHlvcms%3D,/@PeterSantenello,Peter Santenello,New York City - What It's Like Now 🇺🇸,3.3M,4 months,New York has transformed in recent years. What's it like now? Join me across the city—from the wealthiest neighborhoods to the ...,2026-01-14 21:54:56.960894
/watch?v=flqL0IZOZvY&pp=ygUIbmV3IHlvcms%3D,/@EatSeeTV,Eat See TV,The PERFECT Trip to New York City! Best Things to Do & Eat (Travel Guide),713K,1 year,Here are the exact experiences shared in this video and more fun things to do in NYC! Our NYC Wishlist ...,2026-01-14 21:54:56.962747
/watch?v=BAChY9ExGSE&pp=ygUIbmV3IHlvcmvSBwkJTQoBhyohjO8%3D,/@UpUpOurWay,Up Up & Our Way,Things to do in New York City - Cheap & Easy Ideas 2025,114K,11 months,NYC in 4 Days?! We packed SO much into our New York City adventure and we're sharing it all! From iconic landmarks to ...,2026-01-14 21:54:56.964133
/watch?v=6WdlY2EVLKI&pp=ygUIbmV3IHlvcms%3D,/@ThroughMyLens,Through My Lens,Ultimate New York Bucket List: 50 Must-Do Activities for 2025,524K,1 year,Planning a trip to New York City in 2025? This video has you covered with 50 amazing things to do in the city that never sleeps!,2026-01-14 21:54:56.966070
/watch?v=3aqDhUiNSP0&pp=ygUIbmV3IHlvcms%3D,/@ExoticVacation,Exotic Vacation,How to Spend 4 Days in NEW YORK | Travel Itinerary,638K,1 year,Get ready to dive into the electric energy of New York City! We're thrilled to bring you the ultimate guide to making the most of your ...,2026-01-14 21:54:56.968092
/shorts/jO6vCDd8wUo,/@amemrica,Amemrica,New York is a Weird Place...,75M,6 months,This video is meant solely for entertainment and informational purposes and is not intended to deceive or cause any harm. New ...,2026-01-14 21:54:56.970424
/watch?v=X4yDzAMOGqI&list=RDX4yDzAMOGqI&start_radio=1&pp=ygUIbmV3IHlvcmugBwE%3D,/channel/UCPtkyQqGNQUMf5JCpxfPeoA,Ja Rule,"Ja Rule - New York (Official Music Video) ft. Fat Joe, Jadakiss",33M,4 years,"REMASTERED IN HD! Official Music Video for ""New York"" performed by Ja Rule ft. Fat Joe and Jadakiss from the album, R.U.L.E. ...",2026-01-14 21:54:56.971827
/shorts/0v6GdXmykoY,/@fox5ny,FOX 5 New York,NYC Council staffer detained by ICE identified as Venezuelan national,1.4K,5 hours,Subscribe to FOX 5 NY: https://www.youtube.com/fox5ny?sub_confirmation=1 Watch FOX 5 NY Live: https://www.fox5ny.com/live ...,2026-01-14 21:54:56.974770
/watch?v=5DZrA1ZR2dA&pp=ygUIbmV3IHlvcms%3D,/@MattOLearyNY,Matt O'Leary ,Dante Moore Decides to Go BACK to School! Now What? | New York Jets News,2.3K,Streamed 51 minutes,Use promo code OLEARY on Sleeper and get 100% match up to $100! https://Sleeper.com/promo/OLEARY. Terms and ...,2026-01-14 21:54:56.976109
/watch?v=A8t3Dhf78yU&pp=ygUIbmV3IHlvcms%3D,/@nypost,New York Post,Watch Live: NYC Celebrates New Year 2026 - Ball Drop in Times Square,2.4M,Streamed 13 days,"12:00am - New York, NY: Watch the ball drop in Times Square as thousands gather to celebrate the New Year. #timessquare ...",2026-01-14 21:54:56.977507
/watch?v=kiwC-9A8Zes&pp=ygUIbmV3IHlvcms%3D,/@NBCNewYork,NBC New York,LIVE: Times Square Ball Drop | New Year’s Eve Countdown to 2026 | NBC New York,811K,Streamed 13 days,Streaming: http://4.nbcny.com/omTY3Qz Facebook: http://4.nbcny.com/mbeh714 Instagram: http://4.nbcny.com/g5YlkcI X: ...,2026-01-14 21:54:56.978787
/watch?v=6y5CqAHxGX0&pp=ygUIbmV3IHlvcmvSBwkJTQoBhyohjO8%3D,/@WALKS_and_the_CITY,WALKS and the CITY,"Relaxing Night Walk in NEW YORK CITY 🗽 8th Avenue, MANHATTAN Tour NYC",4.1M,Streamed 3 years,"Night Walk in NEW YORK CITY 8th Avenue, MANHATTAN Tour NYC Buy me a coffee ☕ https://bit.ly/3V5hls5 Subscribe⚡: ...",2026-01-14 21:55:05.898875
/watch?v=nIFN-B1fhE4&pp=ygUIbmV3IHlvcms%3D,/@strollingthecity,Strolling The City,New York City 2026 Walking Tour 4k Video,6.2K,1 day,New York City 2026 Walking Tour 4k Video #walkingtour #manhattan #newyork #newyorkcity4k #walking ...,2026-01-14 21:55:05.901318
/watch?v=idJthveed1M&pp=ygUIbmV3IHlvcms%3D,/@EnesYilmazer,Enes Yilmazer,"Inside a $39,500,000 New York City PENTHOUSE with Amazing City Views!",20M,4 years,"On this week's episode, we are touring an incredible 78th floor penthouse located at Four Seasons Private Residences in New ...",2026-01-14 21:55:05.906488
/watch?v=8vrJMtXIsHE&pp=ygUIbmV3IHlvcms%3D,/@WALKS_and_the_CITY,WALKS and the CITY,"Winter Walk in MANHATTAN ❄️ Light Snow in New York, Walking tour, NYC",1.7M,11 months,Welcome to New York! Support Me: Buy me a coffee ☕ https://bit.ly/3V5hls5 Join the community http://bit.ly/3JVi6z2.,2026-01-14 21:55:05.915860
/watch?v=gJWEYnmOPBA&pp=ygUIbmV3IHlvcms%3D,/@nypost,New York Post,ICE Sprays Crowd as Minneapolis Protest Explodes,15K,21 hours,"Protesters clashed with ICE officers in Minneapolis on January 13, as tensions remained high following the fatal shooting of ...",2026-01-14 21:55:05.921287
/shorts/Bwkbix0CvUE,/@nypost,New York Post,Supreme Court appears set to uphold state bans on transgender women in girls’ sports #shorts,12K,6 hours,The Supreme Court indicated Tuesday that it would uphold landmark bans on transgender competitors playing girls' sports in ...,2026-01-14 21:55:05.922635
/watch?v=iFoyXlTX6CY&pp=ygUIbmV3IHlvcms%3D,/@TheNYCWalkingShow,The NYC Walking Show,NYC Snow Walk 2025 NYC Heavy Snowstorm in Manhattan NYC Snow Walk 4K Snowfall in New York City,121K,2 weeks,"NYC Snow Walk 2025 NYC Heavy Snowstorm in Manhattan NYC Snow Walk 4K Snowfall in New York City Filmed December 27, ...",2026-01-14 21:55:05.926010
/watch?v=9s_-MyVd-VI&list=RD9s_-MyVd-VI&start_radio=1&pp=ygUIbmV3IHlvcmugBwE%3D,/@kunshah8771,Kun Shah,Alicia Keys-- Empire State Of Mind ( oh New York song ),1.2M,4 years,Concrete jungle where dreams are made off. #newyork #nyc #newyorkcity New York song Alicia Keys Song.,2026-01-14 21:55:05.934552
/watch?v=UbZiN5Nj_qw&pp=ygUIbmV3IHlvcms%3D,/@RebeccaMadiganYT,Rebecca Madigan,Corporate America is ESCAPING New York and Nobody's Talking About It - Wall Street's Great Migration,9K,4 hours,Corporate America is ESCAPING New York and Nobody's Talking About It - Wall Street's Great Migration Wall Street is ...,2026-01-14 21:55:05.937781
/watch?v=EUrUfJW1JGk&list=RDEUrUfJW1JGk&start_radio=1&pp=ygUIbmV3IHlvcmugBwHSBwkJTQoBhyohjO8%3D,/@SaludTotal2009,Luis Eduardo Andrade Ojeda,"Frank Sinatra - New York, New York.",31M,11 years,"Start spreading the news I am leaving today I want to be a part of it New York, New York These vagabond shoes Are longing to ...",2026-01-14 21:55:05.939037
/watch?v=2ipCbP4xiEM&pp=ygUIbmV3IHlvcms%3D,/@KalogeraSisters,Kalogeras Sisters ,Kalogeras Sisters GO TO NEW YORK!,7.9M,1 year,Try Opera browser FOR FREE here: https://opr.as/Opera-browser-KalogeraSisters. We had SUCH an amazing time in New York!,2026-01-14 21:55:05.942357
/watch?v=HwAQsU99e5I&pp=ygUIbmV3IHlvcms%3D,/@olfocus,olfocus,New York Walking Tour | 7th Avenue from 34th St to Houston St | NYC 4K 60fps,268,3 hours,"Take a relaxing walking tour along 7th Avenue in New York City, starting at 34th Street near Penn Station and moving south ...",2026-01-14 21:55:05.946017
/watch?v=qDSgEmAwPT8&pp=ygUIbmV3IHlvcms%3D,/@feedmeimei,feed meimei,"What to Eat in NEW YORK CITY! NYC Food Tour Part 1 (pizza, bagels, boba, ayce omakase & more)",310K,6 months,Today I am showing you What to Eat in New York City -- NYC Food Tour 2025! We go to many delicious New York restaurants and ...,2026-01-14 21:55:05.950275
/shorts/Sc8c8MwSXp8,/@AmericanTurk,AmericanTurk,How expensive is a lunch break in New York City?,8.8M,11 months,Let's see how expensive the world's best sandwich is in New York City first we pay $9 to get across the city see how much is going ...,2026-01-14 21:55:05.953458
/shorts/3N1sInUSGxE,/@nypost,New York Post,"Greenland’s Prime Minister: ‘We choose Denmark,’ EU and NATO over the US #shorts",4.9K,7 hours,"Greenlandic Prime Minister Jens-Frederik Nielsen once again rebuffed President Trump's effort to acquire his icy island, telling ...",2026-01-14 21:55:13.052813
/watch?v=2S-zyc9N58c&pp=ygUIbmV3IHlvcms%3D,/@WALKS_and_the_CITY,WALKS and the CITY,Snowy Winter Night Walk in Manhattan New York SNOW Walking Tour 4k,29K,9 days,NYC Snowy Winter Night Walk in Manhattan New York City SNOW Walking Tour 4k Snow slowly transforms New York into ...,2026-01-14 21:55:13.054260
/watch?v=3gNph25gxhw&pp=ygUIbmV3IHlvcms%3D,/@Huckberryco,Huckberry,"Exploring New York City's Hidden Culinary Gems: Cooking Goat Brains, Lobster & MORE | DIRT NYC",3.2M,2 years,http://bit.ly/3SkySvz | More on DIRT New. York. City. That's where our host Josh Rosen kicks off his journey in Episode 4—and ...,2026-01-14 21:55:13.056144
/watch?v=TK0Vdb1RUCk&list=RDTK0Vdb1RUCk&start_radio=1&pp=ygUIbmV3IHlvcmugBwE%3D,/channel/UCJtvg6ZFwzdFdtcHBqetvwg,Frank Sinatra,"Frank Sinatra - New York, New York (Live At Budokan Hall, Tokyo, 1985)",39M,7 years,"Frank Sinatra performing “New York, New York,” recorded live in 1985 at Budokan Hall, Tokyo. Listen to Frank Sinatra's greatest ...",2026-01-14 21:55:13.057922
/shorts/S7UQb2BRups,/@nypost,New York Post,NYC Heiress’ Ex Asked Her to Make a Sandwich Immediately After Telling Kids About Divorce #shorts,592,1 hour,"New York City heiress Belle Burden claims that just moments after telling their kids they were getting a divorce, her cheating ...",2026-01-14 21:55:13.059684
/shorts/klZcJJekQRs,/@VanilBean,vanilbean,WE WERE IN NEW YORK CITY?! 🔥,7.7M,1 year,roblox #edit #vanilbean tc:me My Socials   TikTok: @vanilbean Insta: @vanilbeanz Roblox profile: @vanilbean Roblox group: ...,2026-01-14 21:55:13.061092
/watch?v=SSp_FXLpPWk&pp=ygUIbmV3IHlvcms%3D,/@strollingthecity,Strolling The City,Walking In The Snow At Night New York City Snow Storm,91K,2 weeks,Walking In The Snow At Night New York City Snow Storm #snowfall #snowwalk #snow #NYCSnow ...,2026-01-14 21:55:13.064131
/watch?v=BAChY9ExGSE&pp=ygUIbmV3IHlvcms%3D,/@UpUpOurWay,Up Up & Our Way,Things to do in New York City - Cheap & Easy Ideas 2025,114K,11 months,NYC in 4 Days?! We packed SO much into our New York City adventure and we're sharing it all! From iconic landmarks to ...,2026-01-14 21:55:13.065353
/shorts/oDAKRZ35h-w,/@nypost,New York Post,"Trump Clashes With Greenland Leader, Says Staying With Denmark Is “a Big Problem” #shorts",52K,4 hours,President Donald Trump pushed back against Greenland's leadership after being asked about the territory's desire to remain with ...,2026-01-14 21:55:13.066657
/shorts/SEpEQ4l3wa8,/@nypost,New York Post,"Crane crashes onto train in Thailand, derailing cars killing at least 32 #shorts",2.2K,2 hours,"A train derailed in northeastern Thailand on Wednesday after a construction crane fell on two of its carriages, killing at least 32 ...",2026-01-14 21:55:13.068126
/watch?v=3m75Zw3cvPs&pp=ygUIbmV3IHlvcms%3D,/@bouldifeloto345,BOUL DIFE LOTO345,Résultats New York 14 janvier 2026 | Comment Gérer et Faire Grandir Votre Argent,32K,Streamed 2 hours,Cette vidéo est éducative et explique comment gérer et investir son argent de façon responsable. Elle ne promeut aucun jeu ...,2026-01-14 21:55:13.069723
/watch?v=7HaJArMDKgI&pp=ygUIbmV3IHlvcms%3D,/@jutah,J Utah,Driving Downtown - New York City 4K - USA,9.8M,7 years,Driving Downtown - New York City New York USA - Episode 54. Starting Point: Park Avenue https://goo.gl/maps/6LEJanN49HR2 .,2026-01-14 21:55:13.071077
/watch?v=bfatNX0haVQ&pp=ygUIbmV3IHlvcms%3D,/channel/UCfhqk1LwYmPBH8ALa3nqAdg,Peaceful Relaxation 4K,New York Christmas in 4K | NYC From Above: Christmas Lights & Winter Magic,108K,Streamed 1 month,"Experience the unforgettable sparkle of New York City at Christmas in stunning 4K, captured from above with breathtaking aerial ...",2026-01-14 21:55:13.072361
/watch?v=x7_Y2rqNULI&pp=ygUIbmV3IHlvcms%3D,/@NEWYORKLIFEVLOG,New York Life VLOG,New York City: Explore Manhattan | Times Square Live,2.9K,Streamed 21 hours,"This stream is created with Live today is exploring in Midtown Manhattan and Times Square, New York City. Tuesday, January 12 ...",2026-01-14 21:55:13.074776
/shorts/qfrPRnCsx3Q,/@nypost,New York Post,Trump leans on Canada to end US booze ban #shorts,682,2 hours,President Trump is reportedly pressing Canada to lift a sweeping boycott of US-made alcohol as new data shows American ...,2026-01-14 21:55:13.077172
/watch?v=8IcE3ODtUK4&pp=ygUIbmV3IHlvcmvSBwkJTQoBhyohjO8%3D,/@topjaw,TOPJAW,New York's Best Restaurants: Where Chefs Eat,1.1M,1 year,"Featuring 12 of Icons of New York's food scene, this guide is made with their help. From Brooklyn's best bagel and great value ...",2026-01-14 21:55:13.078948
/shorts/Br1NEiBKJS4,/@DevourPowerTV,Devour Power TV,New York City Style Pizza always hits. Cheese Pizza from East Village Pizza NYC! 🍕🗽 #DEVOURPOWER,14M,1 year,Nothing beats New York City Style Pizza fresh dough gets tossed around in flour slammed on the counter stretched and tossed to ...,2026-01-14 21:55:13.080277
/shorts/gUhNoHtB-Ok,/@LOLPodcast-Show,LOL Podcast ,"NEW YORK, we’re coming your way tickets for our LIVE SHOW are on sale NOW at thelolpodcast.net 🤩❤️",4.8M,1 year,And if you look over here you'll see somebody that doesn't know that our New York tickets are on sale now oh wow know that ...,2026-01-14 21:55:21.727053
/watch?v=pn_uc5pZkwA&list=RDpn_uc5pZkwA&start_radio=1&pp=ygUIbmV3IHlvcmugBwE%3D,/channel/UCsjVdwXJydmlSLVT2zDuwpQ,Addison Rae,Addison Rae - New York (Official Lyric Video),1.2M,7 months,"Official Lyric Video for “New York” by Addison Rae 'Addison' The Debut Album, out now: http://addisonrae.lnk.to/album LYRICS ...",2026-01-14 21:55:21.731650
/watch?v=PQgTfZRNDtU&pp=ygUIbmV3IHlvcms%3D,/@TheNYCWalkingShow,The NYC Walking Show,"New York City LIVE Brooklyn to Manhattan on Monday (January 12, 2026)",11K,Streamed 1 day,"New York City LIVE Brooklyn to Manhattan on Monday (January 12, 2026) Support The NYC Walking Show Only YouTube ...",2026-01-14 21:55:21.732819
/watch?v=uZPy2anDHi4&pp=ygUIbmV3IHlvcms%3D,/@Versedyoutube,Versed,Why New York City is Split Into Boroughs,539K,5 months,Why New York City is Split Into Boroughs.,2026-01-14 21:55:21.733936
/watch?v=HlC3UGmMvV8&pp=ygUIbmV3IHlvcmvSBwkJTQoBhyohjO8%3D,/@WalkingAlice,Walking Alice,[4K]🇺🇸 2025 Macy's Thanksgiving Day Parade in New York City / FULL🎉🥁📯,2M,1 month,00:00 Radio City Rockettes 03:17 Tom Turkey 03:57 Mario 05:08 Circus Vazquez 05:26 Happy Hippo Triple Stack 06:06 Dora's ...,2026-01-14 21:55:21.736182
/shorts/bueeaDERooY,/@nypost,New York Post,Trump tells Minnesotans ‘day of reckoning and retribution is coming’ #shorts,974,3 hours,President Trump told Minnesotans Tuesday to “fear not” because a “day of reckoning and retribution is coming” for the Land of ...,2026-01-14 21:55:21.739556
/watch?v=xg1gNlxto2M&pp=ygUIbmV3IHlvcmvSBwkJTQoBhyohjO8%3D,/@Choolutter,Choolutter,"Cozy Bedroom With A Night View Of New York In Heavy Rain | Rain Sounds, Rain On Window",13M,3 years,"Sleep tight while looking at the night view of New York, where it rains heavily. The room is small but on a high floor, so you can fall ...",2026-01-14 21:55:21.740688
/watch?v=AEfVHnxUbxA&pp=ygUIbmV3IHlvcms%3D,/@JulienInNYC,Julien In NYC,NEW YORK CITY Walking Tour [4K] - First Video of 2026 - NEW YORK MIDTOWN,8K,10 days,"Follow me on my new walking tour - MIDTOWN - First Video of 2026 Recorded January 2, 2026 - 2:25 PM - 30°F / -1°C Map ...",2026-01-14 21:55:21.742286
/watch?v=967wf6DIbTc&list=RD967wf6DIbTc&start_radio=1&pp=ygUIbmV3IHlvcmugBwE%3D,/@TwoStrangersMusical,Two Strangers (Carry a Cake Across New York),"""New York""  - Original Broadway Cast of Two Strangers (Carry a Cake Across New York)",387K,4 months,"Here's your first listen of ""New York"" performed by Christiani Pitts & Sam Tutty! The 2025 Broadway Cast of Two Strangers (Carry a ...",2026-01-14 21:55:21.743832
/watch?v=-IpXdtWfneI&pp=ygUIbmV3IHlvcms%3D,/@BookingHunterTV,BookingHunterTV,New York City Walking Tour Part 1 - Midtown Manhattan (4k Ultra HD 60fps) – With Captions,6.3M,6 years,"Please also check our new channel: @AdventureHunterTV We recorded this 4k ultra hd video during our trip to Manhattan, New ...",2026-01-14 21:55:21.750148
/watch?v=nK3rSgHvKhM&pp=ygUIbmV3IHlvcms%3D,/@JAMAICAWALKBY,JAMAICA WALK BY,✓ Walking The UNDERGROUND CITY Of new York In Manhattan 🇺🇸,16K,2 days,Join me as I go deep beneath the streets of Manhattan to explore what feels like an underground city in New York — from ...,2026-01-14 21:55:21.751356
/watch?v=cLjDxpjGG1s&pp=ygUIbmV3IHlvcmvSBwkJTQoBhyohjO8%3D,/@strollingthecity,Strolling The City,NYC Snowfall Night Walk Through New York City 4k Snowstorm Video,61K,12 days,NYC Snowfall Night Walk Through New York City 4k Snowstorm Video #snowstorm #nycsnow #snow #snow4k #snowwalk ...,2026-01-14 21:55:21.755632
/watch?v=RL7BECNn-RI&pp=ygUIbmV3IHlvcms%3D,/@Archdigest,Architectural Digest,Architect Breaks Down 5 of the Most Common New York Apartments | Architectural Digest,4.9M,3 years,"Michael Wyetzner of Michielli + Wyetzner Architects returns to AD, this time breaking down five of the most common apartment ...",2026-01-14 21:55:21.757208
/shorts/4YfSRPy21TA,/@DailyDoseOfInternet,Daily Dose Of Internet,Most Average Interaction in New York City,7.4M,2 years,Source: Collab.Inc #shorts.,2026-01-14 21:55:21.758340
/shorts/LaHbkwxCwWs,/@cities_explore,______raviii🕊️💕,New york 🇺🇸 Vs mumbai 🇮🇳 Vs dubai 🇦🇪 #india #america #uae #dubai #mumbai #nyc #nightveiw #skyscraper,918K,8 months,"New York City is a bustling metropolis known for its iconic skyline, diverse culture, and fast-paced lifestyle. Often referred to as the ...",2026-01-14 21:55:21.759930
